#British English to Estonian (no proper nouns)
aargh,aah
allness,täielikkus
all-night,hommikuni kestev
all-nighter,öö läbi töötamine
allocate,eraldama
allocated,reserveeritud
allocating,kontingeerimine
allocation,määramine
allochroic,värvi muutev
allochthonous,allohtoonne
allogene,allogeen
allogeneous,eri liiki
allogenic,allogeenne
allograph,allograaf
allomorph,allomorf
allophane,allofaan
allophone,allofoon
alloploidy,allopoidsus
all-or-nothing,kõik või mitte midagi
allotment,väljajagamine
allotropic,allotroone
allow,lubama
allowable,lubatav
allowance,elatusraha
allowed,lubatud
allover,kogu pinda kattev
alloy,sulam
alloying,legeerimine
all-possessed,kurjast vaimust vaevatud
all-powerful,kõikvõimas
all-purpose,universaalne
all-red,eht-briti
all-round,täielik
all-seeing,kõikenägev
allspice,nelkpipar
all-time,kõigi aegade
allure,ahvatlema
alluring,meelitav
allusion,allusioon
all-white,ainult valgetest koosnev
ally,liitlane
all-year,aastaringne
allyl,allüül
almanac,almanahh
almandine,almandiin
almighty,kõikvõimas
almond,mandel
almond-eyed,pruunisilmne
almost,peaaegu
alms,almus
almsgiver,annetaja
almshouse,vaestemaja
almsman,kerjus
aloe,aaloe
aloes,aaloed
aloft,kõrgemale
alogical,ebaloogiline
alogism,alogism
alogy,aloogia
aloha,aloha
alone,üksi
aloneness,üksindustunne
along,piki
alongshore,piki kallast
alongside,kõrvuti
aloof,eemalviibiv
alopecia,kiilanemine
aloud,kuuldavalt
alp,kõrgmägi
alpaca,alpaka
alpenhorn,alpisarv
alpenstock,alpinistikepp
alpha,alfa
alphabet,tähestik
alphabetical,tähestikuline
alphabetically,tähestikuliselt
alphabetization,tähestikjärjestus
alphabetize,tähestikuliselt järjestama
alphabetized,tähestikulises järjekorras
alpinism,alpinism
alpinist,alpinist
already,juba
alright,hästi
also,samuti
altar,altar
alter,muutma
alteration,ümbertegemine
altercate,tuliseid vaidlusi pidama
altercation,sõnasõda
altered,muudetud
alterity,võõrapärasus
alternately,vaheldumisi
alternating,vahelduv
alternation,vaheldus
alternative,alternatiivne
alternatively,teise võimalusena
alternator,generaator
although,kuigi
altimeter,altimeeter
altitude,kõrgus
altitudinal,mäestiku
altitudinarian,kõrgustesse tõusev
alto,alt
altruism,altruism
altruist,altruist
altruistic,altruistlik
altruistically,altruistlikult
alum,maarjas
alumina,alumiiniumoksiid
alunite,aluniit
alvar,paepealne
always,alati
alveolar,alveolaar
alveolus,hambasomp
am,olen
ama,pärlikasvataja
amadan,tola
amalgam,amalgaam
amalgamate,ühinema
amalgamation,amalgaamimine
amaranth,amarant
amaranthine,närtsimatu
amaze,hämmastama
amazed,hämmastunud
amazement,hämmastus
amazing,hämmastav
amazingly,hämmastavalt
amazonite,amasoniit
amateur,amatöör
amateurish,amatöörlik
amateurism,amatörism
amative,armuküllane
ambagious,keerutav
ambassador,suursaadik
ambassador-at-large,suursaadik
amber,merevaik
ambidextrous,mõlemakäeline
ambience,õhkkond
ambient,igalt poolt tulev
ambiguity,mitmetähenduslikkus
ambiguous,mitmetähenduslik
ambisinistrous,kohmakas
ambit,ulatus
ambition,kõrge eesmärk
ambitions,ambitsioonid
ambitious,auahne
ambitiously,auahnelt
ambitiousness,ambitsioonikus
ambivalent,vastakas
amble,lonkima
amblygonite,amblügoniit
ambroid,merevaigust
ambulance,kiirabi
ambulant,ambulatoorne
ambulate,kõndima
ambulatory,edasikanduv
ambuscade,varitsus
ambush,varitsus
ameboid,amööbjas
ameliorate,parandama
amen,aamen
amenability,järeleandlikkus
amenable,järeleandlik
amenableness,järeleandlikkus
amenably,järeleandlikult
amend,muutma
amendable,parandatav
amendatory,parandusi sisse viiv
amended,parandatud
amendment,parandus
amenities,mugavused
amenity,mugavus
ament,pajuurb
amercement,trahvisumma
amerciable,trahvitav
american,ameerika
americanism,amerikanism
americanist,amerikanist
americanization,amerikaniseerimine
americanize,amerikaniseerima
americanized,amerikaniseeritud
americans,ameeriklased
amerindian,Ameerika indiaanlane
amethyst,ametüst
amethystine,ametüstisarnane
amethystlike,ametüstisarnane
amhar,amhaar
amharic,amhaari
amiability,sõbralikkus
amiable,meeldiv
amiableness,meeldivus
amiably,sõbralikult
amicability,sõbralikkus
amicable,rahumeelne
amicableness,sõbralikkus
amicably,sõbralikult
amid,keset
amid-,keset
amide,amiid
amidopyrine,amidopüriin
amidship,keskel
amidships,keskel
amidst,keset
amigo,amigo
amir,emiir
amirate,emiraat
amiss,vääriti
amity,sõbralikud suhted
ammeter,ampermeeter
ammo,laskemoon
ammonia,ammoniaak
ammonite,ammoniit
ammunition,laskemoon
amnesia,amneesia
amnesties,amnestiad
amnesty,amnestia
amniota,sünnitav selgroogsete klass
amniote,sünnitav selgroogsete klassi liige
amoeba,amööb
amoebalike,amööbilik
amoebas,amööbid
amoeboid,amööbisarnane
amoeboidism,amööbisarnasus
amoebous,amööbne
amok,amok
among,keskel
amongst,keskel
amontillado,amontillado
amor,Amor
amoral,amoraalne
amoralism,amoralism
amoralist,amoralist
amorally,amoraalselt
amoret,amorett
amorist,armastusele pühendunu
amoristic,armastusse puutuv
amorous,armunud
amorously,armunult
amorpha,amorfa
amorphous,amorfne
amort,põrmu paisatud
amortisation,amortisatsioon
amortise,amortiseerima
amortization,amortisatsioon
amortize,amortiseerima
amosite,amosiit
amount,hulk
amour,salajane armusuhe
amour-propre,enesearmastus
amp,amper
ampelography,viinamarjateadus
amperage,voolutugevus
ampere,amper
ampere-hour,ampertund
ampere-minute,amperminut
ampere-second,ampersekund
ampersand,ampersand
amphetamine,amfetamiin
amphibian,amfiib
amphibolic,süntaktiliselt mitmetähenduslik
amphibolite,amfiboliit
amphibolous,amfiboolne
amphigory,vemmalvärss
amphora,amfora
amphoric,õõnsalt kõlav
amphoteric,amfoteerne
ample,rikkalik
ampleness,avarus
ampliative,avardav
amplification,võimendus
amplified,võimendatud
amplifier,võimendi
amplify,võimendama
amplifying,võimendav
amplitude,amplituud
amply,rohkelt
ampoule,ampull
ampoules,ampullid
ampul,ampull
ampullosity,pundumus
amputate,amputeerima
amputated,amputeeritud
amputation,amputatsioon
amsterdam,Amsterdami
amtrac,amfiibsõiduk
amuck,amok
amulet,amulett
amurcous,lögane
amuse,lõbustama
amused,lõbustatud
amusement,lõbustus
amusing,lõbustav
amusingly,lõbustavalt
amusive,lõbustav
amygdaliform,mandlikujuline
amylase,amülaas
amyloid,amüloid
amylose,amüloos
ana,temaatiline anekdootide kogu
anabaptism,anabaptism
anabaptist,anabaptist
anabasis,edasitung
anabatic,tõusev
anabiosis,anabioos
anabiotic,anabiootiline
anabolism,anabolism
anachorism,asukohta sobimatus
anachronic,anakrooniline
anachronical,anakrooniline
anachronism,anakronism
anachronist,anakronist
anachronistic,anakronistlik
anachronistical,anakronistlik
anachronistically,anakronistlikult
anachronous,anakronistlik
anacoluthia,anakoluut
anacoluthic,anakoluutne
anacoluthon,anakoluut
anaconda,anakonda
anacreontic,anakreontiline
anacrisis,piinapingil ülekuulamine
anadromous,jõgedesse kudema tulev
anaemia,aneemia
anaemic,aneemiline
anaerobe,anaeroob
anaerobia,anaeroobia
anaerobic,anaeroobne
anaerobically,anaeroobselt
anaglyph,anaglüüf
anaglyphic,anaglüüfiline
anaglyphical,anaglüüfiline
anagoge,anagoog
anagogic,sisemine
anagram,anagramm
anagrammatic,anagrammiline
anagrammatical,anagrammiline
anagrammatically,anagrammiliselt
anal,anaalne
analcime,analtsiin
analects,tsitaadid
analeptic,analeptiline
analeptical,analeptiline
analgesia,analgeesia
analgesic,analgeetiline
analgesics,valuvaigistid
analgetic,analgeetiline
analogical,analoogiline
analogically,analoogiliselt
analogicalness,analoogilisus
analogism,analogism
analogist,analogist
analogous,analoogne
analogously,analoogiliselt
analogue,analoog
analogy,analoogia
analphabet,kirjaoskamatu
analphabetic,kirjaoskamatu
analysability,analüüsitavus
analysable,analüüsitav
analysand,psühhoanalüüsi läbi tegev patsient
analysation,analüüsimine
analyse,analüüsima
analyser,analüüsivahend
analysis,analüüs
analyst,analüütik
analyzability,analüüsitavus
analyzable,analüüsitav
analyzation,analüüsimine
analyze,analüüsima
analyzer,analüsaator
analytical,analüütiline
analytically,analüütiliselt
analyticity,analüütilisus
analytics,analüütika
anamnestic,anamneesiga seotud
anamorphism,anamorfism
anamorphosis,anamorfoos
ananas,ananass
ananda,ananda
anapaest,anapest
anapest,anapest
anaphora,anafoor
anaphoric,anafoorne
anaphrodisia,anafrodiisia
anaphrodisiac,anafrodisiakum
anarchic,anarhiline
anarchical,anarhiline
anarchically,anarhiliselt
anarchism,anarhism
anarchist,anarhist
anarchistic,anarhistlik
anarchy,anarhia
anastigmat,anastigmaat
anastigmatic,anastigmaatiline
anastrophe,anastroof
anatase,anataas
anatine,hanetaoline
anatomic,anatoomiline
anatomical,anatoomiline
anatomically,anatoomiliselt
anatomise,lahkama
anatomist,anatoom
anatomize,lahkama
anatomy,anatoomia
ancestor,esivanem
ancestral,esivanemailt päritud
ancestress,esivanem
ancestry,esivanemad
anchor,ankur
anchorage,ankrupaik
anchored,ankurdatud
anchoret,anahoreet
anchoretic,eraklik
anchoring,ankurdamine
anchorite,anahoreet
anchorman,koordinaator
anchor-shaped,ankrukujuline
anchovy,anšoovis
anchylosis,anküloos
ancient,muistne
ancients,antiikrahvad
ancillary,abistav
and,ja
andalusite,andalusiit
andesine,andesiin
andesite,andesiit
and/or,ja/või
andradite,andradiit
andragogy,andragoogika
androgyne,androgüün
androgyny,androgüünia
android,android
androphobia,androfoobia
anecdotage,anekdoodid
anecdotal,anekdootlik
anecdote,anekdoot
anecdotic,anekdootlik
anecdotical,anekdootlik
anecdotically,anekdootlikult
anecdotist,anekdoodivestja
anechoic,kajatu
anele,võidma
anemia,aneemia
anemic,aneemiline
anemious,tuulisel alal kasvav
anemochoric,anemohoorne
anemogram,anemogramm
anemograph,anemograaf
anemometer,anemomeeter
anemophile,anemofiil
anemophilous,anemofiilne
anemophily,anemofiilia
anent,mis puudutab
aneuploidy,aneuploidsus
aneurysm,aneurüsm
anew,uuesti
anfractuous,looklev
angary,angaaria
angel,ingel
angel-faced,inglinäoga
angelfish,ingelkala
angelic,ingellik
angelica,kikkaputk
angelical,ingellik
angelically,ingellikult
anger,viha
angered,vihane
angering,vihastamapanev
angina,angiin
angiogram,angiogramm
angiography,angiograafia
angiology,angioloogia
angioma,angioom
angle,nurk
angledozer,kiilsahaga buldooser
angler,õngitseja
anglesite,anglesiit
anglican,anglikaan
anglicanism,anglikanism
anglicans,anglikaanid
anglicisation,angliseerimine
anglicism,anglitsism
anglicisms,anglitsismid
anglicist,anglist
anglicization,angliseerimine
anglicize,inglispärastama
angling,õngitsemine
anglistics,anglistika
anglo-norman,anglonormanni keel
anglophil,anglofiil
anglophile,anglofiil
anglophiles,anglofiilid
anglophilia,anglofiilia
anglophobia,anglofoobia
anglo-saxon,anglosaksi
angolan,Angola
angor,ülim abitus- ja vihatunne
angora,angoora
angrily,vihaselt
angriness,viha
angry,vihane
angst,angst
angstrom,ongström
anguille,angerjas
anguish,ahastus
anguished,meeleheitel
angular,nurgeline
angularity,nurgelisus
angulate,nurgelisus
angulation,angulatsioon
anhedonia,anhedoonia
anhydrous,veevaba
anil,aniiliin
aniline,aniliin
anima,naiselik alge
animadversion,vaenulik kriitika
animadvert,avalikult välja ütlema
animal,loom
animalcule,mikroskoopiline loom
animalisation,loomastamine
animalism,animalism
animalistic,animalistlik
animallike,loomalik
animals,loomad
animated,animeeritud
animatedly,elavalt
animateness,hingestatus
animation,elustamine
animatism,animatism
animatistic,animistlik
animator,animaator
animism,animism
animist,animist
animosities,vaenulikkusavaldused
animosity,vaenulikkus
animus,suhtumine
anise,aniis
aniseed,aniisiseemned
anisette,anisett
anisotropic,anisotroopne
ankerite,ankeriit
ankh,anh
ankle,pahkluu
anklebone,kontsluu
ankle-deep,pahkluuni
anklet,sandaal
anklets,lühikese sääreosaga sokk
ankylosaurus,ankülosaurus
annal,annaal
annalist,annalist
annalistic,annaalidesse puutuv
annals,aastaraamatud
annealed,karastatud
annealing,karastamine
annelidous,tõugutaoline
annex,lisa
annexation,anneksioon
annexationism,anneksioonipoliitika
annexe,juurdeehitis
annexed,annekteeritud
annihilate,annihileerima
annihilated,annihileeritud
annihilation,annihilatsioon
annihilator,annihilaator
annihilatory,annihileeriv
anniversary,aastapäev
anno,anno
annotate,annoteerima
annotation,annotatsioon
annotator,annoteerija
announce,teadustama
announced,väljakuulutatud
announcement,teadaanne
announcer,teadustaja
annoy,tüütama
annoyance,tüütus
annoyed,tüdinud
annoyer,kiusaja
annoying,tüütu
annoyingly,tüütult
annual,iga-aastane
annualized,aasta peale arvutatud
annually,igal aastal
annuitant,aastarendi saaja
annuity,aastarent
annul,annulleerima
annular,rõngakujuline
annulate,rõngakujuline
annulet,sõrmus
annulment,annulleerimine
annulus,seenerõngas
annunciate,teadustama
annunciation,teadustus
anode,anood
anodyne,leebe
anoint,võidma
anointed,võitud
anomal,anomaalne
anomalism,anomalism
anomalistic,anomaalne
anomalous,anomaalne
anomalously,anomaalselt
anomaly,anomaalia
anomic,anoomiline
anomie,anoomia
anon,peagi
anonym,anonüüm
anonymity,anonüümsus
anonymous,anonüümne
anonymously,anonüümselt
anopsia,nägemisvõimetus
anorak,anorak
anorectal,päraku ja pärasoole
anorectic,anorektik
anorexia,anoreksia
anorexic,anorektik
anorthite,anortiit
anorthography,kirjutamisvõimetus
anorthosite,anortosiit
anosmia,haistmisvõimetus
anoxic,anoksiline
ansa,nurga alt nähtavad planeedi rõngad
anserines,hanelised
answer,vastus
answerability,vastutus
answerable,vastutav
answerableness,vastutus
answering,vastav
answerphone,telefonivastaja
ant,sipelgas
antacid,happesuse vähendaja
antaean,hiiglaslik
antagonise,vastu seisma
antagonism,antagonism
antagonist,vastane
antagonistic,antagonistlik
antagonistically,vaenulikult
antagonize,vastu seisma
antarctic,antarktiline
antarctical,antarktiline
anteater,sipelgaõgija
ant-eater,sipelgaõgija
anteaters,sipelgaõgijad
ante-bellum,sõjaeelne
antecede,eelnema
antecedence,ajaline eelnevus
antecedent,eelnev
antecedents,eellased
antechamber,eesruum
antedate,eelnevast ajaperioodist pärinema
antediluvial,veeuputuseelne
antediluvian,veeuputuseelne
antelope,antiloop
antemeridian,ennelõunane
antemortem,surmaeelne
ante-mortem,surmaeelne
antenatal,sünnieelne
antenna,antenn
antennae,tundlad
antennas,antennid
antenuptial,abielueelne
antepartum,sünnituseelne
antepenultimate,üleeelviimane
anterior,eelnev
anteriority,ajaline eelnevus
ante-room,ooteruum
anteroom,eesruum
anteroposterior,eest taha
anthill,sipelgapesa
anthills,sipelgapesad
anthologist,antoloog
anthologize,antoloogiat koostama
anthology,antoloogia
anthophile,õiekülastaja
anthophilous,õitest toituv
anthophyllite,antofülliit
anthracene,antratseen
anthraces,katkumuhud
anthracite,antratsiit
anthracosis,antrakoos
anthraxolite,antraksoliit
anthraxylon,antraksüloon
anthropocentric,antropotsentriline
anthropogenesis,antropogenees
anthropogenetic,antropogeeniline
anthropogenic,inimtekkeline
anthropoid,antropoidne
anthropological,antropoloogiline
anthropologist,antropoloog
anthropology,antropoloogia
anthropometrical,antropomeetriline
anthropometry,antropomeetria
anthropomorphic,antropomorfne
anthropomorphism,antropomorfism
anthropomorphization,inimestamine
anthropomorphize,inimestama
anthroponym,isikunimi
anthroponymy,antroponüümia
anthropophagism,antropofaagia
anthropophagite,antropofaag
anthropophagous,antropofaagne
anthropophuism,usk inimloomuse jumalikku päritolusse
anthroposophical,antroposoofiline
anthroposophy,antroposoofia
antiabortion,abordivastane
anti-ageing,vananemisvastane
antibacterial,bakterivastane
antiballistic,antiballistiline
antibiotic,antibiootiline
antibiotics,antibiootikumid
antibody,antikeha
antic,veiderdus
anticatalyst,antikatalüsaator
anticathode,antikatood
antichrist,antikristus
antichristian,kristlusevastane
anticipate,ootama
anticipated,oodatud
anticipation,ootus
anticlimactic,hääbuv
anticlimax,antikliimaks
anticlinal,antiklinaalne
anticline,antiklinaal
anticlockwise,vastupäeva
anticoagulant,antikoagulant
anticommunism,antikommunism
anticommunist,antikommunist
anticommunistic,antikommunistlik
anticompetitive,konkurentsivaenulik
anticorrosion,antikorrosioon
anticorrosive,roostetamisvastane
anticosine,antikoosinus
anticreationism,antikreatsionism
antics,veiderdus
anticyclone,antitsüklon
anti-dazzle,pimestamisvastane
antidemocracy,antidemokraatia
antidemocrat,antidemokraat
antidemocratic,antidemokraatlik
anti-depressant,antidepressant
antidepressant,antidepressant
antidepressive,antidepressiivne
antidisestablishmentarianism,kiriku ja riigi lahutatus
antidote,vastumürk
antidrug,narkovastane
antielectron,antielektron
antiemetic,iiveldus- ja oksendamisvastane ravim
antifascism,antifašism
antifascist,antifašist
antifascists,antifašistid
antifeminist,antifeminist
antifoaming,vahutamisvastane
antifreeze,antifriis
antigalactic,antigalaktiline
antigen,antigeen
antigene,antigeen
antigenic,antigeeniline
antiglare,pimestusvastane
antigorite,antigoriit
antigravitation,antigravitatsioon
antigravitational,antigravitatsiooniline
antigravity,antigravitatsioon
antihemorrhagic,verejooksu peatav
anti-hero,antikangelane
antihero,antikangelane
antihistamine,antihistamiin
anti-incrustant,katlakivieemaldi
antiinflammatory,põletikuvastane
anti-intellectual,antiintellektuaalne
anti-intellectualist,antiintellektuaal
anti-intellectuality,antiintellektuaalsus
antiknock,antidetonaator
antilogism,antilogism
antimacassar,leenikaitse
antimalarial,malaariavastane ravim
antimatter,antimateeria
antimeson,antimeson
antimonial,antimoni sisaldav
antineuralgic,närvivaluvastane
antineutrino,antineutriino
antineutron,antineutron
antinomy,antinoomia
antioxidant,antioksüdant
antioxydant,antioksüdant
antiparallel,antiparalleelne
antiparasitic,parasiiditõrje
antipathy,antipaatia
antiperistasis,antiperistaas
antipersonnel,elavjõudu hävitav
antiperspirant,higistamisvastane vahend
antiperthite,antipertiit
anti-piracy,piraatlusevastane
antipodal,antipoodne
antipode,antipood
antipodean,teisel pool maakera elav
antipodes,antipoodid
antipole,vastandpoolus
antipoles,vastandpoolused
antiprophet,antiprohvet
antiproton,antiprooton
antipsychotic,antipsühhootikum
antipyretic,palavikku alandav
antiquarian,antikvaar
antiquary,antikvaar
antiquate,antiikseks muutma
